Id,ActionName,EntityName,EntityId,Description,UserId,IpAddress,UserAgent,TokenExpiresAt,Metadata,Timestamp,ProcessingTimeMs,UserFullName
3623,LoginFailed,Auth,37.0,Annual academic year data was synchronized.,8.0,123.217.32.209,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/604.1,,"{""statusCode"": 401, ""ip"": ""233.139.111.218"", ""browser"": ""Safari""}",2023-03-09 13:51:25,321.0,Kareem Fathy
3612,ProfileViewed,Enrollment,,New student record was added to the system.,6.0,100.58.36.139,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,,"{""statusCode"": 200, ""ip"": ""148.84.36.20"", ""browser"": ""Safari""}",2024-07-29 17:03:05,265.0,Youssef Adel
6844,ProfileViewed,StudentImport,36.0,User authentication was completed.,3.0,191.40.70.182,Mozilla/5.0 (Android 13; Mobile) Gecko/121.0 Firefox/121.0,,,2025-04-13 22:42:10,442.0,Sara Mohamed
577,UserLoggedIn,Auth,25.0,The system processed the request successfully.,3.0,150.86.80.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,2024-01-08 12:28:47,CORRUPTED_JSON,2024-01-08 10:28:47,318.0,Sara Mohamed
3805,LoginFailed,StudentImport,36.0,System backup was completed successfully.,,188.147.169.33,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,,"{""statusCode"": 200, ""ip"": ""128.208.190.65"", ""browser"": ""Safari""}",2024-12-27 23:06:19,356.0,Guest user
14878,SquadronUpdated,Auth,27.0,User session expired and was terminated.,4.0,78.85.76.187,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/604.1,,"{""statusCode"": 200, ""ip"": ""109.232.38.149"", ""browser"": ""Edge""}",2025-06-20 23:18:37,240.0,Omar Hassan
6802,LoginFailed,Auth,47.0,Profile information was reviewed.,,56.79.160.51,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,,CORRUPTED_JSON,2025-05-12 23:04:24,502.0,Guest user
4013,LoginFailed,Squadron,,Data import finished without errors.,4.0,84.90.62.19,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,,"{""statusCode"": 200, ""ip"": ""217.90.127.220"", ""browser"": ""Chrome""}",2025-05-25 14:14:59,258.0,Omar Hassan
3435,UserLoggedIn,Auth,6.0,System backup was completed successfully.,,170.3.192.162,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,2023-03-09 06:55:02,"{""statusCode"": 200, ""ip"": ""172.33.120.26"", ""browser"": ""Chrome""}",2023-03-09 05:55:02,449.0,Guest user
5623,UserLoggedIn,Auth,23.0,Data import finished without errors.,6.0,138.202.97.71,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,2024-03-01 00:18:49,"{""statusCode"": 200, ""ip"": ""172.181.143.7"", ""browser"": ""Edge""}",2024-02-29 18:18:49,,Youssef Adel
4220,ProfileViewed,Enrollment,7.0,User authentication was completed.,,200.5.27.185,curl/7.68.0,,"{""statusCode"": 200, ""ip"": ""12.102.125.243"", ""browser"": ""Safari""}",2022-09-14 00:20:40,429.0,Guest user
1210,ProfileViewed,Enrollment,23.0,Access token generated for session.,,13.74.8.63,,,"{""statusCode"": 401, ""ip"": ""122.29.21.19"", ""browser"": ""Edge""}",2024-02-19 19:13:28,368.0,Guest user
11553,UserLoggedIn,Auth,28.0,Bulk operation completed for selected records.,4.0,201.97.146.76,Mozilla/5.0 (Android 13; Mobile) Gecko/121.0 Firefox/121.0,2024-02-11 09:18:49,"{""statusCode"": 200, ""ip"": ""84.22.67.51"", ""browser"": ""Chrome""}",2024-02-11 07:18:49,459.0,Omar Hassan
1464,LoginFailed,Squadron,,Enrollment confirmed for the selected course.,7.0,51.2.155.69,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,,"{""statusCode"": 200, ""ip"": ""24.132.138.26"", ""browser"": ""Chrome""}",2023-08-31 10:38:01,115.0,Mona Samir
923,UserLoggedIn,StudentImport,,The system processed the request successfully.,3.0,,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,2024-08-09 01:09:59,"{""statusCode"": 400, ""ip"": ""236.33.143.246"", ""browser"": ""Chrome""}",2024-08-08 19:09:59,174.0,Sara Mohamed
13335,LoginFailed,Auth,,User authentication was completed.,,216.5.125.81,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,,"{""statusCode"": 401, ""ip"": ""104.101.95.49"", ""browser"": ""Firefox""}",2024-11-06 23:23:27,350.0,Guest user
2977,SquadronUpdated,Auth,42.0,Course registration period has been updated.,5.0,145.215.228.113,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,,"{""statusCode"": 200, ""ip"": ""193.67.50.19"", ""browser"": ""Edge""}",2025-05-28 15:50:28,,Nour Khalil
11706,UserLoggedIn,Auth,,Squadron assignment updated by admin.,2.0,6.191.30.39,curl/7.68.0,2023-02-02 18:28:49,"{""statusCode"": 401, ""ip"": ""119.105.153.150"", ""browser"": ""Safari""}",2023-02-02 12:28:49,30.0,Ahmed Ali
4050,UserLoggedIn,Auth,,Squadron assignment updated by admin.,1.0,196.224.114.33,Mozilla/5.0 (Android 13; Mobile) Gecko/121.0 Firefox/121.0,2022-03-15 19:40:11,"{""statusCode"": 200, ""ip"": ""254.174.202.43"", ""browser"": ""Firefox""}",2022-03-14 19:40:11,,System Administrator
7224,UserLoggedIn,Squadron,,Annual academic year data was synchronized.,7.0,202.97.45.63,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/604.1,2024-06-15 01:04:13,"{""statusCode"": 200, ""ip"": ""18.149.169.171"", ""browser"": ""Chrome""}",2024-06-15 00:04:13,261.0,Mona Samir
788,AuthCreated,,4.0,The system processed the request successfully.,6.0,143.229.158.130,Mozilla/5.0 (Android 13; Mobile) Gecko/121.0 Firefox/121.0,,"{""statusCode"": 200, ""ip"": ""66.236.56.18"", ""browser"": ""Edge""}",2024-04-17 12:01:44,418.0,Youssef Adel
4604,SquadronUpdated,Auth,30.0,Record was archived by the administrator.,7.0,167.127.143.42,curl/7.68.0,,"{""statusCode"": 200, ""ip"": ""165.44.28.114"", ""browser"": ""Chrome""}",2023-09-04 03:27:07,385.0,Mona Samir
13824,UserLoggedIn,Squadron,,New student record was added to the system.,,104.131.245.27,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,2025-03-13 01:44:31,"{""statusCode"": 200, ""ip"": ""63.92.254.202"", ""browser"": ""Edge""}",2025-03-13 00:44:31,118.0,Guest user
12545,SquadronUpdated,,,Squadron assignment updated by admin.,3.0,123.199.34.235,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,,"{""statusCode"": 400, ""ip"": ""30.175.93.248"", ""browser"": ""Chrome""}",2024-10-18 17:05:44,455.0,Sara Mohamed
9615,SquadronCreated,Squadron,45.0,Bulk operation completed for selected records.,5.0,3.199.223.143,Mozilla/5.0 (Android 13; Mobile) Gecko/121.0 Firefox/121.0,,"{""statusCode"": 400, ""ip"": ""94.252.39.189"", ""browser"": ""Chrome""}",2024-06-22 22:51:22,385.0,Nour Khalil
5684,LoginFailed,Enrollment,1.0,User authentication was completed.,2.0,254.19.158.167,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,,"{""statusCode"": 200, ""ip"": ""119.24.225.117"", ""browser"": ""Edge""}",2025-05-04 19:56:17,,Ahmed Ali
9936,BulkImportStudents,StudentImport,,The system processed the request successfully.,5.0,221.92.20.139,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/604.1,,"{""statusCode"": 401, ""ip"": ""18.211.68.203"", ""browser"": ""Safari""}",2024-03-28 15:19:41,190.0,Nour Khalil
14372,ProfileViewed,,38.0,Record was archived by the administrator.,3.0,61.222.169.93,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,,"{""statusCode"": 200, ""ip"": ""55.125.214.188"", ""browser"": ""Edge""}",2024-02-12 22:51:34,466.0,Sara Mohamed
282,AuthCreated,Squadron,6.0,,,93.182.107.241,Mozilla/5.0 (Android 13; Mobile) Gecko/121.0 Firefox/121.0,,"{""statusCode"": 200, ""ip"": ""140.58.28.237"", ""browser"": ""Firefox""}",2022-01-07 18:48:23,417.0,Guest user
2996,SquadronUpdated,,13.0,User authentication was completed.,6.0,,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,,"{""statusCode"": 200, ""ip"": ""74.227.15.124"", ""browser"": ""Safari""}",2024-07-26 06:07:28,679.0,Youssef Adel
5865,UserLoggedIn,Squadron,37.0,Course registration period has been updated.,2.0,85.56.202.218,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,2023-01-07 13:58:38,CORRUPTED_JSON,2023-01-07 12:58:38,134.0,Ahmed Ali
1761,AuthCreated,StudentImport,27.0,Bulk operation completed for selected records.,3.0,71.92.40.248,curl/7.68.0,,"{""statusCode"": 200, ""ip"": ""55.163.234.38"", ""browser"": ""Firefox""}",2024-07-14 08:30:35,351.0,Sara Mohamed
8170,AuthCreated,Enrollment,,The system processed the request successfully.,,211.212.132.55,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/604.1,,,2025-01-05 22:59:16,9999.0,Guest user
12266,SquadronCreated,Auth,,Enrollment confirmed for the selected course.,1.0,218.88.217.39,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,,"{""statusCode"": 400, ""ip"": ""206.156.176.60"", ""browser"": ""Chrome""}",2025-03-21 08:28:17,263.0,System Administrator
14102,UserLoggedIn,StudentImport,,User session expired and was terminated.,2.0,137.26.97.154,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,2024-04-25 09:41:48,"{""statusCode"": 200, ""ip"": ""163.133.66.9"", ""browser"": ""Safari""}",2024-04-25 08:41:48,,Ahmed Ali
11299,ProfileViewed,Auth,,The system processed the request successfully.,4.0,88.98.13.50,curl/7.68.0,,"{""statusCode"": 200, ""ip"": ""134.216.223.177"", ""browser"": ""Edge""}",2023-07-15 18:39:02,463.0,Omar Hassan
1865,SquadronUpdated,,,Bulk operation completed for selected records.,,179.146.106.186,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,,"{""statusCode"": 401, ""ip"": ""249.221.118.136"", ""browser"": ""Chrome""}",2024-02-04 07:17:27,433.0,Guest user
5176,ProfileViewed,,44.0,Record was archived by the administrator.,3.0,48.213.188.241,Mozilla/5.0 (Android 13; Mobile) Gecko/121.0 Firefox/121.0,,"{""statusCode"": 400, ""ip"": ""238.60.164.174"", ""browser"": ""Firefox""}",2024-05-05 21:25:47,258.0,Sara Mohamed
3903,UserLoggedIn,Squadron,14.0,Data import finished without errors.,,131.150.201.120,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,2022-04-29 15:01:50,"{""statusCode"": 200, ""ip"": ""190.33.61.203"", ""browser"": ""Safari""}",2022-04-29 14:01:50,,Guest user
8649,LoginFailed,Enrollment,24.0,Enrollment confirmed for the selected course.,,28.234.168.64,Mozilla/5.0 (Android 13; Mobile) Gecko/121.0 Firefox/121.0,,"{""statusCode"": 200, ""ip"": ""253.109.71.145"", ""browser"": ""Safari""}",2022-12-15 22:04:57,228.0,Guest user
3859,SquadronCreated,Squadron,,System backup was completed successfully.,7.0,90.162.166.99,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,,"{""statusCode"": 200, ""ip"": ""54.48.115.213"", ""browser"": ""Chrome""}",2025-01-03 05:44:27,601.0,Mona Samir
5773,UserLoggedIn,Auth,,System backup was completed successfully.,4.0,142.214.30.235,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,2025-02-14 21:03:24,"{""statusCode"": 400, ""ip"": ""155.230.180.33"", ""browser"": ""Firefox""}",2025-02-13 21:03:24,72.0,Omar Hassan
3171,LoginFailed,,17.0,Enrollment confirmed for the selected course.,7.0,54.225.93.251,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,,CORRUPTED_JSON,2023-04-20 23:14:05,579.0,Mona Samir
12818,LoginFailed,Enrollment,46.0,,2.0,114.214.234.169,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/604.1,,"{""statusCode"": 400, ""ip"": ""211.65.219.197"", ""browser"": ""Chrome""}",2024-06-19 21:41:25,360.0,Ahmed Ali
5491,LoginFailed,Squadron,35.0,User authentication was completed.,,25.65.161.12,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,,"{""statusCode"": 400, ""ip"": ""87.64.78.170"", ""browser"": ""Edge""}",2024-10-19 20:36:23,409.0,Guest user
14213,ProfileViewed,Enrollment,39.0,,3.0,228.19.138.152,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,,"{""statusCode"": 200, ""ip"": ""114.175.142.49"", ""browser"": ""Edge""}",2023-12-29 06:43:57,408.0,Sara Mohamed
8454,UserLoggedIn,Enrollment,,Profile information was reviewed.,8.0,99.31.118.221,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,2023-04-18 03:21:02,"{""statusCode"": 401, ""ip"": ""185.103.61.139"", ""browser"": ""Firefox""}",2023-04-18 01:21:02,321.0,Kareem Fathy
8642,LoginFailed,Enrollment,26.0,Data import finished without errors.,1.0,40.68.100.115,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,,"{""statusCode"": 200, ""ip"": ""103.16.123.17"", ""browser"": ""Firefox""}",2024-11-14 18:10:06,,System Administrator
6821,AuthCreated,,,The system processed the request successfully.,4.0,62.17.169.242,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,,CORRUPTED_JSON,2024-04-13 10:21:14,298.0,Omar Hassan
12929,SquadronUpdated,Squadron,,Annual academic year data was synchronized.,,178.114.76.55,curl/7.68.0,,,2024-12-18 10:30:12,215.0,Guest user
14535,UserLoggedIn,StudentImport,3.0,User authentication was completed.,7.0,35.204.245.153,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,2025-03-18 08:09:30,"{""statusCode"": 200, ""ip"": ""194.220.150.83"", ""browser"": ""Edge""}",2025-03-17 08:09:30,253.0,Mona Samir
11192,BulkImportStudents,,6.0,Access token generated for session.,,184.191.89.35,Mozilla/5.0 (Android 13; Mobile) Gecko/121.0 Firefox/121.0,,"{""statusCode"": 200, ""ip"": ""190.132.128.61"", ""browser"": ""Safari""}",2025-05-05 15:12:59,,Guest user
5946,LoginFailed,Auth,10.0,Data import finished without errors.,1.0,160.66.94.189,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,,"{""statusCode"": 200, ""ip"": ""82.43.110.142"", ""browser"": ""Firefox""}",2025-02-27 13:51:22,349.0,System Administrator
5171,UserLoggedIn,Squadron,24.0,Profile information was reviewed.,,244.171.150.231,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,2022-07-11 08:28:24,,2022-07-11 07:28:24,54.0,Guest user
5174,UserLoggedIn,Squadron,,New student record was added to the system.,1.0,178.43.193.145,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,2024-11-22 18:20:10,,2024-11-22 16:20:10,529.0,System Administrator
6692,UserLoggedIn,StudentImport,30.0,Record was archived by the administrator.,,40.76.135.67,Mozilla/5.0 (Android 13; Mobile) Gecko/121.0 Firefox/121.0,2023-07-17 15:10:29,"{""statusCode"": 200, ""ip"": ""216.27.213.177"", ""browser"": ""Chrome""}",2023-07-16 15:10:29,544.0,Guest user
5804,UserLoggedIn,Squadron,,Course registration period has been updated.,3.0,68.34.3.63,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/604.1,2025-01-29 06:23:50,"{""statusCode"": 200, ""ip"": ""161.49.198.243"", ""browser"": ""Chrome""}",2025-01-29 05:23:50,166.0,Sara Mohamed
3777,ProfileViewed,StudentImport,11.0,The system processed the request successfully.,,172.162.243.179,curl/7.68.0,,"{""statusCode"": 500, ""ip"": ""84.223.128.2"", ""browser"": ""Safari""}",2025-04-20 17:03:24,,Guest user
6804,AuthCreated,Auth,48.0,Access token generated for session.,1.0,41.236.207.7,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/604.1,,"{""statusCode"": 200, ""ip"": ""16.188.186.133"", ""browser"": ""Chrome""}",2025-03-05 10:20:23,38.0,System Administrator
8302,ProfileViewed,Enrollment,39.0,Enrollment confirmed for the selected course.,8.0,235.181.77.171,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/604.1,,CORRUPTED_JSON,2025-04-28 12:06:06,166.0,Kareem Fathy
7595,SquadronUpdated,StudentImport,36.0,System backup was completed successfully.,,245.145.176.159,curl/7.68.0,,CORRUPTED_JSON,2024-05-15 07:32:55,,Guest user
10041,LoginFailed,Enrollment,,Enrollment confirmed for the selected course.,5.0,43.165.11.55,Mozilla/5.0 (Android 13; Mobile) Gecko/121.0 Firefox/121.0,,"{""statusCode"": 401, ""ip"": ""182.108.4.209"", ""browser"": ""Safari""}",2024-12-12 19:37:40,266.0,Nour Khalil
1318,SquadronCreated,,12.0,Data import finished without errors.,1.0,123.116.106.190,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,,"{""statusCode"": 500, ""ip"": ""147.227.81.165"", ""browser"": ""Chrome""}",2023-09-11 21:00:48,,System Administrator
7178,ProfileViewed,StudentImport,39.0,User authentication was completed.,3.0,93.110.95.92,Mozilla/5.0 (Android 13; Mobile) Gecko/121.0 Firefox/121.0,,"{""statusCode"": 200, ""ip"": ""106.203.147.166"", ""browser"": ""Firefox""}",2022-10-22 14:02:31,266.0,Sara Mohamed
6733,ProfileViewed,Enrollment,,New student record was added to the system.,1.0,58.104.44.8,curl/7.68.0,,"{""statusCode"": 200, ""ip"": ""149.95.223.30"", ""browser"": ""Firefox""}",2025-04-22 04:53:11,328.0,System Administrator
13110,ProfileViewed,Squadron,12.0,New student record was added to the system.,2.0,148.107.130.70,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,,"{""statusCode"": 200, ""ip"": ""186.156.214.159"", ""browser"": ""Safari""}",2025-02-24 05:22:08,272.0,Ahmed Ali
6306,ProfileViewed,Auth,6.0,System backup was completed successfully.,5.0,228.68.157.4,Mozilla/5.0 (Android 13; Mobile) Gecko/121.0 Firefox/121.0,,"{""statusCode"": 400, ""ip"": ""123.10.22.130"", ""browser"": ""Chrome""}",2025-04-21 14:55:27,269.0,Nour Khalil
6536,SquadronUpdated,,22.0,Course registration period has been updated.,,194.49.118.5,Mozilla/5.0 (Android 13; Mobile) Gecko/121.0 Firefox/121.0,,"{""statusCode"": 400, ""ip"": ""141.218.189.208"", ""browser"": ""Firefox""}",2022-03-28 18:11:24,471.0,Guest user
4418,AuthCreated,Enrollment,,,1.0,218.183.215.52,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,,"{""statusCode"": 200, ""ip"": ""89.86.42.107"", ""browser"": ""Chrome""}",2024-11-05 21:14:37,270.0,System Administrator
26,ProfileViewed,Auth,3.0,Annual academic year data was synchronized.,6.0,156.242.169.59,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,,"{""statusCode"": 400, ""ip"": ""100.103.216.108"", ""browser"": ""Edge""}",2024-07-09 13:53:13,319.0,Youssef Adel
8967,ProfileViewed,Auth,,Course registration period has been updated.,5.0,223.133.3.236,curl/7.68.0,,"{""statusCode"": 401, ""ip"": ""198.15.132.9"", ""browser"": ""Chrome""}",2024-04-20 12:39:39,292.0,Nour Khalil
3816,ProfileViewed,Auth,,Record was archived by the administrator.,,11.63.22.155,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,,"{""statusCode"": 401, ""ip"": ""230.29.135.39"", ""browser"": ""Firefox""}",2025-02-25 09:53:28,352.0,Guest user
9902,AuthCreated,Squadron,,The system processed the request successfully.,5.0,220.115.238.128,curl/7.68.0,,"{""statusCode"": 200, ""ip"": ""214.203.131.179"", ""browser"": ""Chrome""}",2024-07-19 21:40:52,,Nour Khalil
801,UserLoggedIn,,34.0,Course registration period has been updated.,2.0,39.8.123.157,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/604.1,2022-03-27 19:52:38,"{""statusCode"": 500, ""ip"": ""215.189.171.81"", ""browser"": ""Edge""}",2022-03-27 18:52:38,313.0,Ahmed Ali
11241,UserLoggedIn,Squadron,12.0,Squadron assignment updated by admin.,6.0,161.254.175.170,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/604.1,2024-12-08 11:51:00,"{""statusCode"": 400, ""ip"": ""136.188.181.198"", ""browser"": ""Firefox""}",2024-12-07 11:51:00,44.0,Youssef Adel
4551,AuthCreated,StudentImport,,Profile information was reviewed.,1.0,137.174.129.218,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,,"{""statusCode"": 401, ""ip"": ""104.254.160.110"", ""browser"": ""Edge""}",2025-02-17 18:55:41,260.0,System Administrator
10184,SquadronUpdated,,49.0,Record was archived by the administrator.,1.0,80.150.8.189,curl/7.68.0,,"{""statusCode"": 400, ""ip"": ""148.35.118.18"", ""browser"": ""Edge""}",2024-07-30 17:35:44,352.0,System Administrator
13149,ProfileViewed,Squadron,,Annual academic year data was synchronized.,,,,,"{""statusCode"": 200, ""ip"": ""66.110.191.122"", ""browser"": ""Firefox""}",2024-08-09 08:06:42,243.0,Guest user
2335,UserLoggedIn,StudentImport,,New student record was added to the system.,,,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/604.1,2024-11-05 20:14:10,"{""statusCode"": 200, ""ip"": ""140.100.207.230"", ""browser"": ""Edge""}",2024-11-05 14:14:10,374.0,Guest user
5361,UserLoggedIn,Squadron,,,,189.54.199.218,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/604.1,2023-05-24 15:05:28,"{""statusCode"": 401, ""ip"": ""216.203.2.83"", ""browser"": ""Firefox""}",2023-05-24 09:05:28,415.0,Guest user
11117,LoginFailed,Enrollment,24.0,Annual academic year data was synchronized.,3.0,173.43.31.68,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,,"{""statusCode"": 500, ""ip"": ""39.130.248.18"", ""browser"": ""Edge""}",2022-09-13 05:12:47,484.0,Sara Mohamed
